batch,domain,position,sample_id
0,SD1.5_first,0,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00032429.JPEG
0,SD1.5_first,1,GenImage_test/stable_diffusion_v_1_5/test/ai/409_sdv5_00195.png
0,SD1.5_first,2,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00049082.JPEG
0,SD1.5_first,3,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00020277.JPEG
0,SD1.5_first,4,GenImage_test/stable_diffusion_v_1_5/test/ai/817_sdv5_00009.png
0,SD1.5_first,5,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00007527.JPEG
0,SD1.5_first,6,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00003084.JPEG
0,SD1.5_first,7,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00045297.JPEG
0,SD1.5_first,8,GenImage_test/stable_diffusion_v_1_5/test/ai/047_sdv5_00020.png
0,SD1.5_first,9,GenImage_test/stable_diffusion_v_1_5/test/ai/845_sdv5_00135.png
0,SD1.5_first,10,GenImage_test/stable_diffusion_v_1_5/test/ai/471_sdv5_00009.png
0,SD1.5_first,11,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00041448.JPEG
0,SD1.5_first,12,GenImage_test/stable_diffusion_v_1_5/test/ai/832_sdv5_00027.png
0,SD1.5_first,13,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00014120.JPEG
0,SD1.5_first,14,GenImage_test/stable_diffusion_v_1_5/test/ai/079_sdv5_00039.png
0,SD1.5_first,15,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00030179.JPEG
1,SD1.5_first,16,GenImage_test/stable_diffusion_v_1_5/test/ai/520_sdv5_00020.png
1,SD1.5_first,17,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00017244.JPEG
1,SD1.5_first,18,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00041571.JPEG
1,SD1.5_first,19,GenImage_test/stable_diffusion_v_1_5/test/ai/083_sdv5_00020.png
1,SD1.5_first,20,GenImage_test/stable_diffusion_v_1_5/test/ai/536_sdv5_00027.png
1,SD1.5_first,21,GenImage_test/stable_diffusion_v_1_5/test/ai/874_sdv5_00020.png
1,SD1.5_first,22,GenImage_test/stable_diffusion_v_1_5/test/ai/783_sdv5_00100.png
1,SD1.5_first,23,GenImage_test/stable_diffusion_v_1_5/test/ai/506_sdv5_00020.png
1,SD1.5_first,24,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00013322.JPEG
1,SD1.5_first,25,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00023397.JPEG
1,SD1.5_first,26,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00001533.JPEG
1,SD1.5_first,27,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00026836.JPEG
1,SD1.5_first,28,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00023628.JPEG
1,SD1.5_first,29,GenImage_test/stable_diffusion_v_1_5/test/ai/532_sdv5_00100.png
1,SD1.5_first,30,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00048268.JPEG
1,SD1.5_first,31,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00017008.JPEG
2,SD1.5_first,32,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00001624.JPEG
2,SD1.5_first,33,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00038409.JPEG
2,SD1.5_first,34,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00017181.JPEG
2,SD1.5_first,35,GenImage_test/stable_diffusion_v_1_5/test/ai/161_sdv5_00100.png
2,SD1.5_first,36,GenImage_test/stable_diffusion_v_1_5/test/ai/097_sdv5_00009.png
2,SD1.5_first,37,GenImage_test/stable_diffusion_v_1_5/test/ai/136_sdv5_00195.png
2,SD1.5_first,38,GenImage_test/stable_diffusion_v_1_5/test/ai/658_sdv5_00135.png
2,SD1.5_first,39,GenImage_test/stable_diffusion_v_1_5/test/ai/230_sdv5_00100.png
2,SD1.5_first,40,GenImage_test/stable_diffusion_v_1_5/test/ai/647_sdv5_00135.png
2,SD1.5_first,41,GenImage_test/stable_diffusion_v_1_5/test/ai/132_sdv5_00003.png
2,SD1.5_first,42,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00033220.JPEG
2,SD1.5_first,43,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00026840.JPEG
2,SD1.5_first,44,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00025980.JPEG
2,SD1.5_first,45,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00041862.JPEG
2,SD1.5_first,46,GenImage_test/stable_diffusion_v_1_5/test/ai/990_sdv5_00003.png
2,SD1.5_first,47,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00046002.JPEG
3,SD1.5_first,48,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00039610.JPEG
3,SD1.5_first,49,GenImage_test/stable_diffusion_v_1_5/test/ai/957_sdv5_00027.png
3,SD1.5_first,50,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00049979.JPEG
3,SD1.5_first,51,GenImage_test/stable_diffusion_v_1_5/test/ai/346_sdv5_00039.png
3,SD1.5_first,52,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00013636.JPEG
3,SD1.5_first,53,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00017171.JPEG
3,SD1.5_first,54,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00032293.JPEG
3,SD1.5_first,55,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00019640.JPEG
3,SD1.5_first,56,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00005049.JPEG
3,SD1.5_first,57,GenImage_test/stable_diffusion_v_1_5/test/ai/679_sdv5_00009.png
3,SD1.5_first,58,GenImage_test/stable_diffusion_v_1_5/test/ai/589_sdv5_00100.png
3,SD1.5_first,59,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00012352.JPEG
3,SD1.5_first,60,GenImage_test/stable_diffusion_v_1_5/test/ai/910_sdv5_00135.png
3,SD1.5_first,61,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00023173.JPEG
3,SD1.5_first,62,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00031905.JPEG
3,SD1.5_first,63,GenImage_test/stable_diffusion_v_1_5/test/ai/695_sdv5_00135.png
4,SD1.5_first,64,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00034371.JPEG
4,SD1.5_first,65,GenImage_test/stable_diffusion_v_1_5/test/ai/752_sdv5_00003.png
4,SD1.5_first,66,GenImage_test/stable_diffusion_v_1_5/test/ai/762_sdv5_00020.png
4,SD1.5_first,67,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00015177.JPEG
4,SD1.5_first,68,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00004659.JPEG
4,SD1.5_first,69,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00032807.JPEG
4,SD1.5_first,70,GenImage_test/stable_diffusion_v_1_5/test/ai/849_sdv5_00020.png
4,SD1.5_first,71,GenImage_test/stable_diffusion_v_1_5/test/ai/364_sdv5_00135.png
4,SD1.5_first,72,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00012187.JPEG
