batch,domain,position,sample_id
0,SD1.5_first,0,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00010233.JPEG
0,SD1.5_first,1,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00015835.JPEG
0,SD1.5_first,2,GenImage_test/stable_diffusion_v_1_5/test/ai/520_sdv5_00100.png
0,SD1.5_first,3,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00015771.JPEG
0,SD1.5_first,4,GenImage_test/stable_diffusion_v_1_5/test/ai/002_sdv5_00020.png
0,SD1.5_first,5,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00030106.JPEG
0,SD1.5_first,6,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00008078.JPEG
0,SD1.5_first,7,GenImage_test/stable_diffusion_v_1_5/test/ai/309_sdv5_00195.png
0,SD1.5_first,8,GenImage_test/stable_diffusion_v_1_5/test/ai/437_sdv5_00135.png
0,SD1.5_first,9,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00015925.JPEG
0,SD1.5_first,10,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00008929.JPEG
0,SD1.5_first,11,GenImage_test/stable_diffusion_v_1_5/test/ai/811_sdv5_00020.png
0,SD1.5_first,12,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00043328.JPEG
0,SD1.5_first,13,GenImage_test/stable_diffusion_v_1_5/test/ai/749_sdv5_00039.png
0,SD1.5_first,14,GenImage_test/stable_diffusion_v_1_5/test/ai/266_sdv5_00009.png
0,SD1.5_first,15,GenImage_test/stable_diffusion_v_1_5/test/ai/220_sdv5_00027.png
1,SD1.5_first,16,GenImage_test/stable_diffusion_v_1_5/test/ai/078_sdv5_00039.png
1,SD1.5_first,17,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00048920.JPEG
1,SD1.5_first,18,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00015910.JPEG
1,SD1.5_first,19,GenImage_test/stable_diffusion_v_1_5/test/nature/ILSVRC2012_val_00042429.JPEG
