batch,domain,position,sample_id
0,BigGAN,0,GenImage_test/BigGAN/test/ai/851_biggan_00127.png
0,BigGAN,1,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00006673.JPEG
0,BigGAN,2,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00045353.JPEG
0,BigGAN,3,GenImage_test/BigGAN/test/ai/814_biggan_00074.png
0,BigGAN,4,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00046456.JPEG
0,BigGAN,5,GenImage_test/BigGAN/test/ai/677_biggan_00020.png
0,BigGAN,6,GenImage_test/BigGAN/test/ai/869_biggan_00074.png
0,BigGAN,7,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00023527.JPEG
0,BigGAN,8,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00032498.JPEG
0,BigGAN,9,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00000009.JPEG
0,BigGAN,10,GenImage_test/BigGAN/test/ai/718_biggan_00035.png
0,BigGAN,11,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00017430.JPEG
0,BigGAN,12,GenImage_test/BigGAN/test/ai/889_biggan_00127.png
0,BigGAN,13,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00035069.JPEG
0,BigGAN,14,GenImage_test/BigGAN/test/ai/184_biggan_00127.png
0,BigGAN,15,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00029823.JPEG
1,BigGAN,16,GenImage_test/BigGAN/test/ai/268_biggan_00039.png
1,BigGAN,17,GenImage_test/BigGAN/test/ai/309_biggan_00127.png
1,BigGAN,18,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00035219.JPEG
1,BigGAN,19,GenImage_test/BigGAN/test/ai/884_biggan_00035.png
1,BigGAN,20,GenImage_test/BigGAN/test/ai/774_biggan_00143.png
1,BigGAN,21,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00009729.JPEG
1,BigGAN,22,GenImage_test/BigGAN/test/ai/641_biggan_00039.png
1,BigGAN,23,GenImage_test/BigGAN/test/ai/775_biggan_00035.png
1,BigGAN,24,GenImage_test/BigGAN/test/ai/226_biggan_00127.png
1,BigGAN,25,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00015558.JPEG
1,BigGAN,26,GenImage_test/BigGAN/test/ai/953_biggan_00074.png
1,BigGAN,27,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00035437.JPEG
1,BigGAN,28,GenImage_test/BigGAN/test/ai/961_biggan_00035.png
1,BigGAN,29,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00046881.JPEG
1,BigGAN,30,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00033212.JPEG
1,BigGAN,31,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00038755.JPEG
2,BigGAN,32,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00043999.JPEG
2,BigGAN,33,GenImage_test/BigGAN/test/ai/891_biggan_00035.png
2,BigGAN,34,GenImage_test/BigGAN/test/ai/435_biggan_00035.png
2,BigGAN,35,GenImage_test/BigGAN/test/ai/300_biggan_00035.png
2,BigGAN,36,GenImage_test/BigGAN/test/ai/933_biggan_00039.png
2,BigGAN,37,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00010956.JPEG
2,BigGAN,38,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00015289.JPEG
2,BigGAN,39,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00016919.JPEG
2,BigGAN,40,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00013926.JPEG
2,BigGAN,41,GenImage_test/BigGAN/test/ai/496_biggan_00127.png
2,BigGAN,42,GenImage_test/BigGAN/test/ai/070_biggan_00143.png
2,BigGAN,43,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00018704.JPEG
2,BigGAN,44,GenImage_test/BigGAN/test/ai/207_biggan_00074.png
2,BigGAN,45,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00020818.JPEG
2,BigGAN,46,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00041465.JPEG
2,BigGAN,47,GenImage_test/BigGAN/test/nature/ILSVRC2012_val_00039651.JPEG
