batch,domain,position,sample_id
0,SD1.5,0,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000431820.jpg
0,SD1.5,1,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000075637.jpg
0,SD1.5,2,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000207019.jpg
0,SD1.5,3,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000179317.jpg
0,SD1.5,4,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000472509.jpg
0,SD1.5,5,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000326781.jpg
0,SD1.5,6,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000444672.jpg
0,SD1.5,7,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000362226.jpg
0,SD1.5,8,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000096421.jpg
0,SD1.5,9,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000267731.jpg
0,SD1.5,10,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000005123.jpg
0,SD1.5,11,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000522946.jpg
0,SD1.5,12,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000494360.jpg
0,SD1.5,13,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000001350.jpg
0,SD1.5,14,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000217329.jpg
0,SD1.5,15,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000246985.jpg
1,SD1.5,16,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000480076.jpg
1,SD1.5,17,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000004438.jpg
1,SD1.5,18,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000440097.jpg
1,SD1.5,19,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000213247.jpg
1,SD1.5,20,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000528315.jpg
1,SD1.5,21,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000576457.jpg
1,SD1.5,22,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000175390.jpg
1,SD1.5,23,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000222783.jpg
