batch,domain,position,sample_id
0,SD1.5,0,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000480744.jpg
0,SD1.5,1,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000094202.jpg
0,SD1.5,2,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000504493.jpg
0,SD1.5,3,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000461647.jpg
0,SD1.5,4,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000526980.jpg
0,SD1.5,5,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000392793.jpg
0,SD1.5,6,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000486738.jpg
0,SD1.5,7,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000265253.jpg
0,SD1.5,8,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000382780.jpg
0,SD1.5,9,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000000731.jpg
0,SD1.5,10,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000409678.jpg
0,SD1.5,11,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000209232.jpg
0,SD1.5,12,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000503875.jpg
0,SD1.5,13,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000402671.jpg
0,SD1.5,14,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000080471.jpg
0,SD1.5,15,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000343737.jpg
1,SD1.5,16,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000146742.jpg
1,SD1.5,17,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000185293.jpg
1,SD1.5,18,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000403864.jpg
1,SD1.5,19,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000501028.jpg
1,SD1.5,20,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000438495.jpg
1,SD1.5,21,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000121107.jpg
1,SD1.5,22,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000369887.jpg
1,SD1.5,23,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000439084.jpg
1,SD1.5,24,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000114732.jpg
1,SD1.5,25,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000181436.jpg
1,SD1.5,26,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000546311.jpg
1,SD1.5,27,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000406205.jpg
1,SD1.5,28,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000553795.jpg
1,SD1.5,29,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000534377.jpg
1,SD1.5,30,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000391839.jpg
1,SD1.5,31,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000437554.jpg
2,SD1.5,32,SD1.5/SD1.5/test/1_fake/entire__sd15__fake__000000493503.jpg
2,SD1.5,33,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000504893.jpg
2,SD1.5,34,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000252940.jpg
2,SD1.5,35,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000176385.jpg
2,SD1.5,36,SD1.5/SD1.5/test/0_real/entire__sd15__real__000000534736.jpg
